"Zipcode","time","summary","icon","sunriseTime","sunsetTime","moonPhase","precipIntensity","precipProbability","temperatureMin","temperatureMinTime","temperatureMax","temperatureMaxTime","apparentTemperatureMin","apparentTemperatureMinTime","apparentTemperatureMax","apparentTemperatureMaxTime","dewPoint","windSpeed","windBearing","humidity","pressure","visibility","cloudCover","precipIntensityMax","precipIntensityMaxTime","precipType","precipAccumulation","ozone"
67801,2013-01-01 00:00:00,"Mostly cloudy until afternoon.","partly-cloudy-night",2013-01-01 07:56:42,2013-01-01 17:33:10,0.64,0.0149,0.87,9.71,2013-01-01 21:00:00,21.87,2013-01-01 10:00:00,-4.36,2013-01-01 21:00:00,14.15,2013-01-01 10:00:00,10.86,5.97,288,0.83,1026.31,7.4,0.55,0.3318,2013-01-01 00:00:00,"snow",6.79,NA
67801,2013-01-02 00:00:00,"Mostly cloudy in the afternoon.","partly-cloudy-day",2013-01-02 07:56:49,2013-01-02 17:33:58,0.67,0,0,9.71,2013-01-02 03:00:00,33.77,2013-01-02 15:00:00,-4.36,2013-01-02 03:00:00,24.8,2013-01-02 15:00:00,14.83,10.09,297,0.77,1025.4,9.84,0.2,0,NA,NA,NA,NA
67801,2013-01-03 00:00:00,"Clear throughout the day.","clear-day",2013-01-03 07:56:54,2013-01-03 17:34:47,0.7,0,0,9.39,2013-01-03 08:00:00,29.05,2013-01-03 15:00:00,-4.29,2013-01-03 08:00:00,20.92,2013-01-03 15:00:00,11.06,7.34,285,0.73,1031.17,10,0.02,0,NA,NA,NA,NA
67801,2013-01-04 00:00:00,"Mostly cloudy starting in the evening.","partly-cloudy-night",2013-01-04 07:56:56,2013-01-04 17:35:38,0.74,0,0,6.19,2013-01-04 07:00:00,31.39,2013-01-04 20:00:00,-8.59,2013-01-04 07:00:00,21.06,2013-01-04 20:00:00,12.93,9.19,221,0.72,9.93,0.24,0,1026.71,NA,NA,NA,NA
67801,2013-01-05 00:00:00,"Mostly cloudy in the morning.","partly-cloudy-night",2013-01-05 07:56:57,2013-01-05 17:36:30,0.78,0,0,22.51,2013-01-05 09:00:00,36.86,2013-01-05 16:00:00,10.57,2013-01-05 10:00:00,28.28,2013-01-05 16:00:00,21.58,6.06,284,0.74,1022.78,9.55,0.26,0,NA,NA,NA,NA
67801,2013-01-06 00:00:00,"Clear throughout the day.","clear-day",2013-01-06 07:56:56,2013-01-06 17:37:23,0.81,0,0,14.92,2013-01-06 08:00:00,40.15,2013-01-06 16:00:00,5.78,2013-01-06 07:00:00,34.08,2013-01-06 16:00:00,19.47,7.36,224,0.68,10,0,0,1027.51,NA,NA,NA,NA
67801,2013-01-07 00:00:00,"Clear throughout the day.","clear-day",2013-01-07 07:56:52,2013-01-07 17:38:17,0.85,0,0,30.01,2013-01-07 06:00:00,45.24,2013-01-07 15:00:00,18.85,2013-01-07 06:00:00,37.85,2013-01-07 15:00:00,24.95,15.54,201,0.65,10,0,0,1017.73,NA,NA,NA,NA
67801,2013-01-08 00:00:00,"Clear throughout the day.","clear-day",2013-01-08 07:56:47,2013-01-08 17:39:13,0.89,0,0,29.95,2013-01-08 23:00:00,48.73,2013-01-08 15:00:00,19.32,2013-01-08 06:00:00,45.65,2013-01-08 15:00:00,25.41,6.95,223,0.67,1015.48,10,0,0,NA,NA,NA,NA
67801,2013-01-09 00:00:00,"Light rain overnight.","rain",2013-01-09 07:56:40,2013-01-09 17:40:09,0.93,0,0,26.17,2013-01-09 02:00:00,52.57,2013-01-09 14:00:00,19.62,2013-01-09 08:00:00,52.57,2013-01-09 14:00:00,26.74,3.54,7,0.68,1027.32,10,0.06,0,NA,NA,NA,NA
67801,2013-01-10 00:00:00,"Light rain in the morning.","rain",2013-01-10 07:56:31,2013-01-10 17:41:06,0.96,0.0071,0.67,35.9,2013-01-10 07:00:00,42.72,2013-01-10 15:00:00,28.18,2013-01-10 03:00:00,37.09,2013-01-10 15:00:00,36.51,5.46,154,0.92,1013.01,5.02,0.98,0.0361,2013-01-10 04:00:00,"rain",NA,NA
67801,2013-01-11 00:00:00,"Windy in the afternoon.","wind",2013-01-11 07:56:19,2013-01-11 17:42:05,0.99,0,0,29.02,2013-01-11 23:00:00,59.42,2013-01-11 15:00:00,17.9,2013-01-11 23:00:00,59.42,2013-01-11 15:00:00,30.41,14.57,220,0.62,1001.21,9.61,0.05,0,NA,NA,NA,NA
67801,2013-01-12 00:00:00,"Mostly cloudy until evening.","partly-cloudy-day",2013-01-12 07:56:06,2013-01-12 17:43:04,0.04,0,0,13.55,2013-01-12 23:00:00,27.14,2013-01-12 00:00:00,1.38,2013-01-12 23:00:00,15.36,2013-01-12 00:00:00,10.11,13.81,1,0.63,1017.92,10,0.39,0,NA,NA,NA,NA
67801,2013-01-13 00:00:00,"Mostly cloudy in the morning.","partly-cloudy-night",2013-01-13 07:55:51,2013-01-13 17:44:05,0.07,0,0,7.65,2013-01-13 05:00:00,26.87,2013-01-13 15:00:00,-5,2013-01-13 05:00:00,18.63,2013-01-13 15:00:00,5.51,7.47,353,0.63,1025.79,10,0.12,0,NA,NA,NA,NA
67801,2013-01-14 00:00:00,"Mostly cloudy starting in the evening.","partly-cloudy-night",2013-01-14 07:55:33,2013-01-14 17:45:06,0.11,0,0,10.48,2013-01-14 07:00:00,28.86,2013-01-14 16:00:00,0.69,2013-01-14 06:00:00,19.94,2013-01-14 16:00:00,9.31,5.01,124,0.64,1028.71,9.93,0.23,0,NA,NA,NA,NA
67801,2013-01-15 00:00:00,"Partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",2013-01-15 07:55:14,2013-01-15 17:46:08,0.14,0,0,14.32,2013-01-15 07:00:00,33.73,2013-01-15 15:00:00,6.53,2013-01-15 07:00:00,27.7,2013-01-15 15:00:00,12.76,3.38,232,0.65,1025.16,9.96,0.3,0,NA,NA,NA,NA
67801,2013-01-16 00:00:00,"Mostly cloudy in the morning.","partly-cloudy-night",2013-01-16 07:54:53,2013-01-16 17:47:10,0.18,0,0,19.88,2013-01-16 01:00:00,54.83,2013-01-16 15:00:00,8.89,2013-01-16 01:00:00,54.83,2013-01-16 15:00:00,20.62,9.06,314,0.57,1021.79,10,0.13,0,NA,NA,NA,NA
