"Zipcode","time","summary","icon","sunriseTime","sunsetTime","moonPhase","precipIntensity","precipProbability","temperatureMin","temperatureMinTime","temperatureMax","temperatureMaxTime","apparentTemperatureMin","apparentTemperatureMinTime","apparentTemperatureMax","apparentTemperatureMaxTime","dewPoint","windSpeed","windBearing","humidity","pressure","visibility","cloudCover","precipIntensityMax","precipIntensityMaxTime","precipType","precipAccumulation","ozone"
46227,2012-12-31 23:00:00,"Partly cloudy until evening.","partly-cloudy-day",2013-01-01 07:07:01,2013-01-01 16:31:51,0.63,0,0,8.76,2013-01-01 22:00:00,27.8,2013-01-01 04:00:00,0,2013-01-01 21:00:00,21.23,2013-01-01 04:00:00,15.7,5.97,321,0.81,1021.43,7.8,0.49,0,NA,NA,NA,NA
46227,2013-01-01 23:00:00,"Partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",2013-01-02 07:07:06,2013-01-02 16:32:41,0.67,0,0,6.33,2013-01-02 07:00:00,20.55,2013-01-02 15:00:00,-2.27,2013-01-02 07:00:00,13.89,2013-01-02 15:00:00,5.64,2.59,256,0.69,1023.94,9.65,0.22,0,NA,NA,NA,NA
46227,2013-01-02 23:00:00,"Mostly cloudy throughout the day.","partly-cloudy-day",2013-01-03 07:07:09,2013-01-03 16:33:32,0.7,0,0,11.49,2013-01-03 03:00:00,30.27,2013-01-03 15:00:00,2.28,2013-01-03 07:00:00,21.65,2013-01-03 15:00:00,13.63,6.83,238,0.72,1025,9.86,0.57,0,NA,NA,NA,NA
46227,2013-01-03 23:00:00,"Partly cloudy in the morning.","partly-cloudy-night",2013-01-04 07:07:10,2013-01-04 16:34:24,0.74,0,0,19.24,2013-01-04 07:00:00,28.98,2013-01-04 15:00:00,8.83,2013-01-04 09:00:00,19.08,2013-01-04 15:00:00,16.64,9.75,245,0.73,9.78,0.13,0,1027.3,NA,NA,NA,NA
46227,2013-01-04 23:00:00,"Mostly cloudy throughout the day.","partly-cloudy-night",2013-01-05 07:07:09,2013-01-05 16:35:18,0.77,3e-04,0.34,16.82,2013-01-05 05:00:00,36.92,2013-01-05 13:00:00,8.39,2013-01-05 06:00:00,29.06,2013-01-05 13:00:00,22.41,7,200,0.82,1025.22,7.39,0.44,0.0071,2013-01-05 16:00:00,"snow",0.054,NA
46227,2013-01-05 23:00:00,"Overcast throughout the day.","cloudy",2013-01-06 07:07:05,2013-01-06 16:36:14,0.81,0,0,25.73,2013-01-06 22:00:00,36,2013-01-06 08:00:00,14.55,2013-01-06 15:00:00,29.47,2013-01-06 08:00:00,24.82,9.04,264,0.79,8.76,0.98,0,1021.11,NA,NA,NA,NA
46227,2013-01-06 23:00:00,"Clear throughout the day.","clear-day",2013-01-07 07:07:00,2013-01-07 16:37:10,0.85,0,0,15.98,2013-01-07 07:00:00,35.45,2013-01-07 15:00:00,9.19,2013-01-07 05:00:00,27.53,2013-01-07 15:00:00,20.2,5.12,188,0.8,7.05,0.08,0,1028.35,NA,NA,NA,NA
46227,2013-01-07 23:00:00,"Partly cloudy until afternoon.","partly-cloudy-day",2013-01-08 07:06:52,2013-01-08 16:38:08,0.89,0,0,21.5,2013-01-08 07:00:00,42.3,2013-01-08 15:00:00,14.95,2013-01-08 05:00:00,37.48,2013-01-08 15:00:00,24.1,6.15,167,0.74,1024,8.14,0.18,0,NA,NA,NA,NA
46227,2013-01-08 23:00:00,"Rain in the morning.","rain",2013-01-09 07:06:42,2013-01-09 16:39:07,0.92,0.0033,0.72,32.52,2013-01-09 22:00:00,46.74,2013-01-09 14:00:00,28.51,2013-01-09 22:00:00,42.55,2013-01-09 14:00:00,33.74,7.04,234,0.79,1027.12,9.3,0.5,0.0598,2013-01-09 06:00:00,"rain",NA,NA
46227,2013-01-09 23:00:00,"Rain starting in the afternoon.","rain",2013-01-10 07:06:30,2013-01-10 16:40:08,0.96,0.0031,0.68,28.49,2013-01-10 03:00:00,44.51,2013-01-10 22:00:00,23.34,2013-01-10 02:00:00,39.76,2013-01-10 22:00:00,31.51,7.03,107,0.84,1027.91,8.36,0.64,0.04,2013-01-10 15:00:00,"rain",NA,NA
46227,2013-01-10 23:00:00,"Heavy rain in the morning.","rain",2013-01-11 07:06:16,2013-01-11 16:41:09,0.99,0.0329,0.86,45.27,2013-01-10 23:00:00,57.01,2013-01-11 14:00:00,40.34,2013-01-11 00:00:00,57.01,2013-01-11 14:00:00,48.02,9.13,189,0.86,1012.39,8.8,0.66,0.2664,2013-01-11 03:00:00,"rain",NA,NA
46227,2013-01-11 23:00:00,"Heavy rain starting in the evening.","rain",2013-01-12 07:06:00,2013-01-12 16:42:11,0.04,0.0258,0.82,46.52,2013-01-12 03:00:00,62.55,2013-01-12 14:00:00,42.99,2013-01-12 03:00:00,62.55,2013-01-12 14:00:00,50.7,4.63,181,0.86,1012.32,8.17,0.53,0.1616,2013-01-12 18:00:00,"rain",NA,NA
46227,2013-01-12 23:00:00,"Rain in the morning and afternoon.","rain",2013-01-13 07:05:41,2013-01-13 16:43:15,0.07,0.0378,0.88,23.67,2013-01-13 22:00:00,56.21,2013-01-12 23:00:00,11.94,2013-01-13 21:00:00,56.21,2013-01-12 23:00:00,34.76,10.66,312,0.92,1013.36,7.24,0.97,0.3611,2013-01-13 00:00:00,"rain",NA,NA
46227,2013-01-13 23:00:00,"Mostly cloudy throughout the day.","partly-cloudy-day",2013-01-14 07:05:21,2013-01-14 16:44:19,0.11,0,0,16.4,2013-01-14 07:00:00,23.07,2013-01-14 16:00:00,6.02,2013-01-14 07:00:00,14.14,2013-01-14 16:00:00,15.13,6.45,324,0.79,1029.08,9.75,0.82,0,NA,NA,NA,NA
46227,2013-01-14 23:00:00,"Partly cloudy throughout the day.","partly-cloudy-day",2013-01-15 07:04:58,2013-01-15 16:45:24,0.14,0,0,19.54,2013-01-15 06:00:00,30.4,2013-01-15 15:00:00,9.81,2013-01-15 05:00:00,23.73,2013-01-15 15:00:00,17.85,7.47,44,0.74,1026.6,9.66,0.62,0,NA,NA,NA,NA
46227,2013-01-15 23:00:00,"Partly cloudy throughout the day.","partly-cloudy-day",2013-01-16 07:04:34,2013-01-16 16:46:30,0.18,0,0,24.32,2013-01-16 01:00:00,33.43,2013-01-16 15:00:00,18.73,2013-01-16 01:00:00,25.72,2013-01-16 15:00:00,21.53,5.42,245,0.74,1017.77,9.06,0.51,0,NA,NA,NA,NA
46227,2013-01-16 23:00:00,"Mostly cloudy in the morning.","partly-cloudy-night",2013-01-17 07:04:07,2013-01-17 16:47:37,0.21,0,0,24.06,2013-01-17 22:00:00,38.89,2013-01-17 13:00:00,16.46,2013-01-17 22:00:00,31.45,2013-01-17 13:00:00,23.02,6.61,324,0.7,1023.71,9.81,0.37,0,NA,NA,NA,NA
46227,2013-01-17 23:00:00,"Clear throughout the day.","clear-day",2013-01-18 07:03:38,2013-01-18 16:48:44,0.24,0,0,19.4,2013-01-18 05:00:00,39.38,2013-01-18 15:00:00,12.59,2013-01-18 04:00:00,30.86,2013-01-18 15:00:00,18,9.29,196,0.63,1029.1,10,0.06,0,NA,NA,NA,NA
46227,2013-01-18 23:00:00,"Partly cloudy in the evening and breezy overnight.","wind",2013-01-19 07:03:08,2013-01-19 16:49:53,0.27,0,0,37.58,2013-01-19 07:00:00,51.95,2013-01-19 14:00:00,28.85,2013-01-18 23:00:00,51.95,2013-01-19 14:00:00,27.99,16.28,218,0.54,1016.84,10,0.06,0,NA,NA,NA,NA
46227,2013-01-19 23:00:00,"Breezy and partly cloudy in the morning.","wind",2013-01-20 07:02:35,2013-01-20 16:51:01,0.3,0,0,21.97,2013-01-20 08:00:00,44.19,2013-01-19 23:00:00,8.18,2013-01-20 08:00:00,37.78,2013-01-19 23:00:00,15.03,12.62,295,0.57,1021.86,10,0.4,0,NA,NA,NA,NA
46227,2013-01-20 23:00:00,"Mostly cloudy until evening.","partly-cloudy-day",2013-01-21 07:02:00,2013-01-21 16:52:11,0.33,0,0,10.24,2013-01-21 22:00:00,22.24,2013-01-20 23:00:00,-6,2013-01-21 22:00:00,11.32,2013-01-20 23:00:00,5.13,14.66,286,0.6,1023.08,9.1,0.71,0,NA,NA,NA,NA
46227,2013-01-21 23:00:00,"Mostly cloudy starting in the evening.","partly-cloudy-night",2013-01-22 07:01:24,2013-01-22 16:53:21,0.36,0,0,3.92,2013-01-22 06:00:00,16.78,2013-01-22 15:00:00,-11.72,2013-01-22 06:00:00,2.95,2013-01-22 15:00:00,-2.64,11.01,284,0.55,1028.26,9.94,0.37,0,NA,NA,NA,NA
46227,2013-01-22 23:00:00,"Mostly cloudy throughout the day.","partly-cloudy-day",2013-01-23 07:00:45,2013-01-23 16:54:31,0.39,0,0,10.35,2013-01-23 03:00:00,22.29,2013-01-23 18:00:00,1.4,2013-01-23 03:00:00,22.29,2013-01-23 18:00:00,3.16,5.04,241,0.54,1025.05,10,0.89,0,NA,NA,NA,NA
46227,2013-01-23 23:00:00,"Partly cloudy throughout the day.","partly-cloudy-day",2013-01-24 07:00:05,2013-01-24 16:55:42,0.42,0,0,12.27,2013-01-24 07:00:00,21.92,2013-01-24 14:00:00,1.64,2013-01-24 06:00:00,14.57,2013-01-24 14:00:00,4.95,5.08,14,0.56,1031.67,9.95,0.39,0,NA,NA,NA,NA
46227,2013-01-24 23:00:00,"Snow (under 1 in.) in the morning and afternoon.","snow",2013-01-25 06:59:23,2013-01-25 16:56:53,0.45,0.0017,0.51,18.29,2013-01-25 07:00:00,26.43,2013-01-25 17:00:00,8.21,2013-01-25 04:00:00,18.01,2013-01-25 17:00:00,12.65,4.68,176,0.69,1021.76,8.89,0.75,0.0114,2013-01-25 06:00:00,"snow",0.604,NA
46227,2013-01-25 23:00:00,"Partly cloudy in the morning.","partly-cloudy-night",2013-01-26 06:58:39,2013-01-26 16:58:04,0.48,4e-04,0.49,16.23,2013-01-26 04:00:00,29.94,2013-01-26 15:00:00,7.22,2013-01-26 07:00:00,26.73,2013-01-26 15:00:00,14.71,3.25,319,0.72,1026.64,9.69,0.24,0.0098,2013-01-26 11:00:00,"snow",0.11,NA
46227,2013-01-26 23:00:00,"Rain starting in the evening.","rain",2013-01-27 06:57:53,2013-01-27 16:59:16,0.52,0.0069,0.75,19.46,2013-01-27 04:00:00,35.72,2013-01-27 22:00:00,10.32,2013-01-27 04:00:00,26.71,2013-01-27 22:00:00,21.58,8.35,130,0.78,1026.45,7.27,0.63,0.0759,2013-01-27 19:00:00,"rain",NA,NA
46227,2013-01-27 23:00:00,"Rain until afternoon.","rain",2013-01-28 06:57:05,2013-01-28 17:00:28,0.55,0.0091,0.78,37.4,2013-01-27 23:00:00,52.31,2013-01-28 22:00:00,31.05,2013-01-27 23:00:00,52.31,2013-01-28 22:00:00,46.1,9.03,200,0.95,1016.51,3.91,1,0.1057,2013-01-28 05:00:00,"rain",NA,NA
46227,2013-01-28 23:00:00,"Rain and breezy overnight.","rain",2013-01-29 06:56:15,2013-01-29 17:01:40,0.58,2e-04,0.14,52.51,2013-01-29 02:00:00,63.56,2013-01-29 22:00:00,52.51,2013-01-29 02:00:00,63.56,2013-01-29 22:00:00,54.39,14.36,184,0.88,1008.83,8.18,0.97,0.0038,2013-01-29 06:00:00,"rain",NA,NA
46227,2013-01-29 23:00:00,"Rain in the morning and afternoon and breezy starting in the evening.","rain",2013-01-30 06:55:24,2013-01-30 17:02:52,0.61,0.0171,0.77,28.21,2013-01-30 22:00:00,64.13,2013-01-29 23:00:00,14.28,2013-01-30 22:00:00,64.13,2013-01-29 23:00:00,42.92,11.35,251,0.89,995.41,7.85,0.98,0.0916,2013-01-30 02:00:00,"rain",NA,NA
46227,2013-01-30 23:00:00,"Mostly cloudy throughout the day and breezy starting in the evening.","wind",2013-01-31 06:54:31,2013-01-31 17:04:05,0.65,3e-04,0.14,11,2013-01-31 22:00:00,27.65,2013-01-31 13:00:00,-8.32,2013-01-31 22:00:00,15.11,2013-01-31 13:00:00,15.38,18.46,275,0.73,1011.79,7.19,0.95,0.0038,2013-01-31 04:00:00,"snow",0.088,NA
46227,2013-01-31 23:00:00,"Mostly cloudy throughout the day.","partly-cloudy-day",2013-02-01 06:53:36,2013-02-01 17:05:17,0.68,0,0,5.27,2013-02-01 07:00:00,16.13,2013-02-01 16:00:00,-11.58,2013-02-01 04:00:00,2.91,2013-02-01 16:00:00,1.96,11,264,0.67,1027.56,9.06,0.62,0,NA,NA,NA,NA
46227,2013-02-01 23:00:00,"Snow (under 1 in.) in the morning.","snow",2013-02-02 06:52:40,2013-02-02 17:06:30,0.72,0.0011,0.5,16.45,2013-02-01 23:00:00,28.17,2013-02-02 15:00:00,4.75,2013-02-01 23:00:00,18.38,2013-02-02 15:00:00,17.34,7.43,237,0.8,1019.83,7.65,1,0.0109,2013-02-02 04:00:00,"snow",0.458,NA
46227,2013-02-02 23:00:00,"Mostly cloudy throughout the day.","partly-cloudy-day",2013-02-03 06:51:42,2013-02-03 17:07:42,0.76,0,0,11.19,2013-02-03 03:00:00,23.65,2013-02-03 16:00:00,0.87,2013-02-03 03:00:00,10.37,2013-02-03 16:00:00,12.56,8.38,269,0.79,1017.62,8.13,0.79,0,NA,NA,NA,NA
46227,2013-02-03 23:00:00,"Overcast throughout the day.","cloudy",2013-02-04 06:50:43,2013-02-04 17:08:55,0.8,2e-04,0.21,20.29,2013-02-03 23:00:00,36.73,2013-02-04 16:00:00,11.93,2013-02-03 23:00:00,32.03,2013-02-04 16:00:00,21.52,3.95,195,0.77,1013.46,9.47,0.86,0.0051,2013-02-04 13:00:00,"snow",0.039,NA
46227,2013-02-04 23:00:00,"Mostly cloudy throughout the day.","partly-cloudy-day",2013-02-05 06:49:42,2013-02-05 17:10:07,0.83,0,0,22.55,2013-02-05 06:00:00,35.49,2013-02-05 21:00:00,17.23,2013-02-05 06:00:00,27.13,2013-02-05 21:00:00,24.77,3.34,268,0.8,1013.32,7.28,0.81,0,NA,NA,NA,NA
