"Zipcode","time","summary","icon","sunriseTime","sunsetTime","moonPhase","precipIntensity","precipProbability","temperatureMin","temperatureMinTime","temperatureMax","temperatureMaxTime","apparentTemperatureMin","apparentTemperatureMinTime","apparentTemperatureMax","apparentTemperatureMaxTime","dewPoint","windSpeed","windBearing","humidity","pressure","visibility","cloudCover","precipIntensityMax","precipIntensityMaxTime","precipType","precipAccumulation","ozone"
32055,2012-12-31 23:00:00,"Partly cloudy until afternoon.","partly-cloudy-day",2013-01-01 06:28:12,2013-01-01 16:42:40,0.63,4e-04,0.04,49.41,2012-12-31 23:00:00,73.72,2013-01-01 06:00:00,46.97,2012-12-31 23:00:00,73.72,2013-01-01 06:00:00,54.9,6.07,211,0.76,1018.21,9.05,0.44,0.0019,2013-01-01 10:00:00,"rain",NA,NA
32055,2013-01-01 23:00:00,"Mostly cloudy throughout the day.","partly-cloudy-day",2013-01-02 06:28:25,2013-01-02 16:43:22,0.67,4e-04,0.03,57.35,2013-01-02 03:00:00,71.91,2013-01-02 14:00:00,57.35,2013-01-02 03:00:00,71.91,2013-01-02 14:00:00,60.27,3.15,238,0.87,1016.93,8.67,0.66,0.0016,2013-01-02 20:00:00,"rain",NA,NA
32055,2013-01-02 23:00:00,"Light rain in the morning and afternoon.","rain",2013-01-03 06:28:36,2013-01-03 16:44:05,0.7,0.005,0.61,48.61,2013-01-03 21:00:00,62.57,2013-01-02 23:00:00,46.76,2013-01-03 21:00:00,62.57,2013-01-02 23:00:00,53.95,5.5,10,0.93,1021.11,6.8,0.98,0.0239,2013-01-03 15:00:00,"rain",NA,NA
32055,2013-01-03 23:00:00,"Mostly cloudy until evening.","partly-cloudy-day",2013-01-04 06:28:45,2013-01-04 16:44:49,0.74,2e-04,0.03,44.76,2013-01-04 07:00:00,55.96,2013-01-04 13:00:00,41.41,2013-01-04 05:00:00,55.96,2013-01-04 13:00:00,45.18,5.39,6,0.86,8.56,0.55,0.0016,1025.94,2013-01-04 20:00:00,"rain",NA,NA
32055,2013-01-04 23:00:00,"Partly cloudy starting in the evening.","partly-cloudy-night",2013-01-05 06:28:52,2013-01-05 16:45:34,0.77,2e-04,0.03,40.65,2013-01-05 05:00:00,65.25,2013-01-05 15:00:00,36.81,2013-01-05 06:00:00,65.25,2013-01-05 15:00:00,42.27,4.27,34,0.72,1026.49,9.33,0.16,0.0016,2013-01-05 20:00:00,"rain",NA,NA
32055,2013-01-05 23:00:00,"Light rain in the afternoon and evening.","rain",2013-01-06 06:28:58,2013-01-06 16:46:20,0.81,0.0032,0.56,53.38,2013-01-06 22:00:00,59.22,2013-01-06 12:00:00,53.38,2013-01-06 22:00:00,59.22,2013-01-06 12:00:00,51.45,4.03,10,0.86,8.93,0.91,0.0166,1022.41,2013-01-06 19:00:00,"rain",NA,NA
32055,2013-01-06 23:00:00,"Mostly cloudy starting in the afternoon.","partly-cloudy-night",2013-01-07 06:29:03,2013-01-07 16:47:07,0.85,3e-04,0.03,46.28,2013-01-07 07:00:00,60.87,2013-01-07 14:00:00,42.63,2013-01-07 07:00:00,60.87,2013-01-07 14:00:00,46,6.65,33,0.77,9.96,0.32,0.0016,1024.35,2013-01-07 22:00:00,"rain",NA,NA
32055,2013-01-07 23:00:00,"Mostly cloudy throughout the day.","partly-cloudy-day",2013-01-08 06:29:06,2013-01-08 16:47:54,0.89,2e-04,0.03,53.46,2013-01-08 05:00:00,74.39,2013-01-08 13:00:00,53.46,2013-01-08 05:00:00,74.39,2013-01-08 13:00:00,56.65,5.86,51,0.82,1023.93,8.87,0.83,0.0016,2013-01-08 17:00:00,"rain",NA,NA
32055,2013-01-08 23:00:00,"Foggy in the morning.","fog",2013-01-09 06:29:07,2013-01-09 16:48:42,0.92,2e-04,0.04,62.43,2013-01-09 00:00:00,77.77,2013-01-09 15:00:00,62.43,2013-01-09 00:00:00,77.77,2013-01-09 15:00:00,64.94,4.63,71,0.89,1025.44,6.67,0.89,0.0019,2013-01-09 18:00:00,"rain",NA,NA
32055,2013-01-09 23:00:00,"Foggy in the morning.","fog",2013-01-10 06:29:07,2013-01-10 16:49:30,0.96,1e-04,0.04,66.03,2013-01-10 05:00:00,79.83,2013-01-10 13:00:00,66.03,2013-01-10 05:00:00,79.83,2013-01-10 13:00:00,64.94,5.16,93,0.83,1026.11,7.15,0.68,0.0019,2013-01-10 21:00:00,"rain",NA,NA
