"Zipcode","time","summary","icon","precipIntensity","precipProbability","temperature","apparentTemperature","dewPoint","windSpeed","windBearing","humidity","visibility","pressure","cloudCover","precipType"
70583,2013-01-01 00:00:00,"Overcast","cloudy",0,0,66.7,66.7,61.54,11.68,170,1,0.84,1013.48,10,NA,NA
70583,2013-01-01 01:00:00,"Overcast","cloudy",0,0,66.7,66.7,62.13,11.7,180,1,0.85,1013.7,10,NA,NA
70583,2013-01-01 02:00:00,"Overcast","cloudy",0,0,67.66,67.66,62.95,10.26,175,1,0.85,1014.2,9.69,NA,NA
70583,2013-01-01 03:00:00,"Overcast","cloudy",0,0,68.7,68.7,63.89,2.97,260,1,0.85,1014.97,10,NA,NA
70583,2013-01-01 04:00:00,"Light Rain","rain",0.038,0.67,66.64,66.64,63.25,7.4,288,1,0.89,1015.57,5.32,"rain",NA
70583,2013-01-01 05:00:00,"Rain","rain",0.0975,0.78,64.36,64.36,63.76,1.64,10,1,0.98,1015.65,2.04,"rain",NA
70583,2013-01-01 06:00:00,"Rain","rain",0.199,0.84,63.59,63.59,60.71,9.34,336,1,0.9,1014.05,1.79,"rain",NA
70583,2013-01-01 07:00:00,"Rain","rain",0.1235,0.8,58.01,58.01,56.07,13.74,347,1,0.93,1014.24,1.9,"rain",NA
70583,2013-01-01 08:00:00,"Rain","rain",0.1753,0.83,55.53,55.53,52.72,17.01,338,1,0.9,1014.55,7.42,"rain",NA
70583,2013-01-01 09:00:00,"Light Rain","rain",0.0428,0.69,54.85,54.85,52.6,15.58,350,1,0.92,1015.32,8.98,"rain",NA
70583,2013-01-01 10:00:00,"Light Rain","rain",0.0215,0.6,54.5,54.5,52.02,15.29,356,1,0.91,1015.8,8.25,"rain",NA
70583,2013-01-01 11:00:00,"Light Rain","rain",0.0251,0.62,53.96,53.96,50.78,14.4,358,1,0.89,1016.62,10,"rain",NA
70583,2013-01-01 12:00:00,"Light Rain","rain",0.0263,0.62,53.15,53.15,49.98,12.16,0,1,0.89,1017.87,10,"rain",NA
70583,2013-01-01 13:00:00,"Light Rain","rain",0.0203,0.59,52.49,52.49,49.67,9.93,6,1,0.9,1018.07,10,"rain",NA
70583,2013-01-01 14:00:00,"Light Rain","rain",0.0108,0.5,52.32,52.32,49.93,8.94,358,0.85,0.92,1019.33,10,"rain",NA
70583,2013-01-01 15:00:00,"Light Rain","rain",0.0102,0.49,51.85,51.85,49.22,11.1,3,0.95,0.91,1019.73,10,"rain",NA
70583,2013-01-01 16:00:00,"Overcast","cloudy",0,0,51.49,51.49,47.52,12.38,353,0.95,0.86,1020.47,10,NA,NA
70583,2013-01-01 17:00:00,"Overcast","cloudy",0,0,50.49,50.49,46.99,12.84,12,1,0.88,1020.4,10,NA,NA
70583,2013-01-01 18:00:00,"Overcast","cloudy",0,0,49.49,44.6,46.37,12.67,7,1,0.89,1020.52,10,NA,NA
70583,2013-01-01 19:00:00,"Overcast","cloudy",0,0,48.68,43.34,45.38,13.47,4,1,0.88,1020.44,10,NA,NA
70583,2013-01-01 20:00:00,"Overcast","cloudy",0,0,47.85,42.33,44.13,13.33,8,1,0.87,1020.12,10,NA,NA
70583,2013-01-01 21:00:00,"Overcast","cloudy",0,0,46.34,39.71,43.01,15.96,358,1,0.88,1020.07,10,NA,NA
70583,2013-01-01 22:00:00,"Overcast","cloudy",0,0,46.32,40.43,42.28,13.22,5,1,0.86,1020.03,10,NA,NA
70583,2013-01-01 23:00:00,"Overcast","cloudy",0,0,45.68,39.54,41.65,13.47,3,1,0.86,1020.9,10,NA,NA
70583,2013-01-02 00:00:00,"Overcast","cloudy",0,0,49.49,44.6,46.37,12.67,7,1,0.89,1020.52,10,NA,NA
70583,2013-01-02 01:00:00,"Overcast","cloudy",0,0,48.68,43.34,45.38,13.47,4,1,0.88,1020.44,10,NA,NA
70583,2013-01-02 02:00:00,"Overcast","cloudy",0,0,47.85,42.33,44.13,13.33,8,1,0.87,1020.12,10,NA,NA
70583,2013-01-02 03:00:00,"Overcast","cloudy",0,0,46.34,39.71,43.01,15.96,358,1,0.88,1020.07,10,NA,NA
70583,2013-01-02 04:00:00,"Overcast","cloudy",0,0,46.32,40.43,42.28,13.22,5,1,0.86,1020.03,10,NA,NA
70583,2013-01-02 05:00:00,"Overcast","cloudy",0,0,45.68,39.54,41.65,13.47,3,1,0.86,1020.9,10,NA,NA
70583,2013-01-02 06:00:00,"Overcast","cloudy",0,0,44.68,38.93,41.19,11.39,18,1,0.87,1021.42,10,NA,NA
70583,2013-01-02 07:00:00,"Overcast","cloudy",0,0,44.68,38.85,40.95,11.62,3,1,0.87,1022.27,10,NA,NA
70583,2013-01-02 08:00:00,"Overcast","cloudy",0,0,44.36,38.8,39.99,10.66,349,1,0.85,1023.63,9.69,NA,NA
70583,2013-01-02 09:00:00,"Partly Cloudy","partly-cloudy-day",0,0,44.86,39.04,39.43,11.77,11,0.49,0.81,1023.4,10,NA,NA
70583,2013-01-02 10:00:00,"Mostly Cloudy","partly-cloudy-day",0,0,45.03,39.06,39.39,12.34,358,0.8,0.8,1023.67,10,NA,NA
70583,2013-01-02 11:00:00,"Mostly Cloudy","partly-cloudy-day",0,0,45.85,40.29,40.19,11.73,352,0.8,0.8,1023.62,10,NA,NA
70583,2013-01-02 12:00:00,"Overcast","cloudy",0,0,44.84,40.09,39.08,8.9,0,1,0.8,1022.67,10,NA,NA
70583,2013-01-02 13:00:00,"Overcast","cloudy",0,0,44.51,39.63,39.54,9.01,358,1,0.83,1021.75,10,NA,NA
70583,2013-01-02 14:00:00,"Overcast","cloudy",0,0,45.15,40.73,40.17,8.28,342,1,0.83,1022.12,10,NA,NA
70583,2013-01-02 15:00:00,"Drizzle","rain",0.0083,0.42,44.98,41.06,40.26,7.16,354,1,0.83,1022.4,10,"rain",NA
70583,2013-01-02 16:00:00,"Light Rain","rain",0.0114,0.51,44.68,40.28,40.25,8.01,340,1,0.84,1023.08,10,"rain",NA
70583,2013-01-02 17:00:00,"Light Rain","rain",0.0154,0.55,44.15,39.19,39.25,9,350,0.95,0.83,1023.34,9.59,"rain",NA
70583,2013-01-02 18:00:00,"Light Rain","rain",0.0137,0.54,43.32,39.28,39.6,6.75,357,1,0.87,1023.33,9.39,"rain",NA
70583,2013-01-02 19:00:00,"Drizzle","rain",0.0054,0.23,42.49,36.73,39.04,10,7,1,0.87,1023.44,10,"rain",NA
70583,2013-01-02 20:00:00,"Overcast","cloudy",0.0019,0.04,42.49,37.54,38.8,8.17,12,1,0.87,1023.35,10,"rain",NA
70583,2013-01-02 21:00:00,"Light Rain","rain",0.0102,0.49,42.49,37.57,37.65,8.11,357,1,0.83,1024.4,10,"rain",NA
70583,2013-01-02 22:00:00,"Overcast","cloudy",0,0,42.15,37.22,37.23,7.96,6,1,0.83,1024.6,10,NA,NA
