"Zipcode","time","summary","icon","sunriseTime","sunsetTime","moonPhase","precipIntensity","precipProbability","temperatureMin","temperatureMinTime","temperatureMax","temperatureMaxTime","apparentTemperatureMin","apparentTemperatureMinTime","apparentTemperatureMax","apparentTemperatureMaxTime","dewPoint","windSpeed","windBearing","humidity","pressure","visibility","cloudCover","precipIntensityMax","precipIntensityMaxTime","precipType","precipAccumulation","ozone"
30041,2012-12-31 23:00:00,"Rain until evening.","rain",2013-01-01 06:43:47,2013-01-01 16:39:01,0.63,0.0316,0.78,44.63,2013-01-01 22:00:00,50,2013-01-01 15:00:00,40.29,2013-01-01 22:00:00,48.67,2013-01-01 15:00:00,45.39,2.69,332,0.91,1016.18,4.38,0.99,0.1056,2013-01-01 02:00:00,"rain",NA,NA
30041,2013-01-01 23:00:00,"Mostly cloudy throughout the day.","partly-cloudy-day",2013-01-02 06:43:56,2013-01-02 16:39:46,0.67,0.0025,0.63,38.41,2013-01-02 22:00:00,49.39,2013-01-02 00:00:00,33.82,2013-01-02 20:00:00,48.06,2013-01-02 00:00:00,38.99,7.04,296,0.85,1017.94,8.99,0.63,0.0284,2013-01-01 23:00:00,"rain",NA,NA
30041,2013-01-02 23:00:00,"Partly cloudy until afternoon.","partly-cloudy-day",2013-01-03 06:44:04,2013-01-03 16:40:32,0.7,0,0,34.44,2013-01-03 22:00:00,45.02,2013-01-03 14:00:00,28.88,2013-01-03 22:00:00,40.52,2013-01-03 14:00:00,31.11,6.82,297,0.74,1022.82,8.35,0.37,0,NA,NA,NA,NA
30041,2013-01-03 23:00:00,"Clear throughout the day.","clear-day",2013-01-04 06:44:10,2013-01-04 16:41:19,0.74,0,0,28.91,2013-01-04 05:00:00,49.48,2013-01-04 14:00:00,21.08,2013-01-04 05:00:00,45.15,2013-01-04 14:00:00,20.47,5.49,303,0.54,10,0.02,0,1027.7,NA,NA,NA,NA
30041,2013-01-04 23:00:00,"Mostly cloudy starting in the evening.","partly-cloudy-night",2013-01-05 06:44:15,2013-01-05 16:42:08,0.77,4e-04,0.16,27.37,2013-01-05 06:00:00,47.39,2013-01-05 14:00:00,27.08,2013-01-05 01:00:00,47.39,2013-01-05 14:00:00,23.31,1.59,251,0.58,1027.63,9.77,0.3,0.0043,2013-01-05 21:00:00,"rain",NA,NA
30041,2013-01-05 23:00:00,"Mostly cloudy until evening.","partly-cloudy-day",2013-01-06 06:44:17,2013-01-06 16:42:57,0.81,0,0,38.6,2013-01-06 22:00:00,46.89,2013-01-06 14:00:00,33.97,2013-01-06 22:00:00,42.24,2013-01-06 14:00:00,35.12,6.94,282,0.78,9.26,0.66,0,1023.43,NA,NA,NA,NA
30041,2013-01-06 23:00:00,"Clear throughout the day.","clear-day",2013-01-07 06:44:18,2013-01-07 16:43:47,0.85,0.0044,0.78,30.14,2013-01-07 07:00:00,54.84,2013-01-07 15:00:00,27.87,2013-01-07 06:00:00,54.84,2013-01-07 15:00:00,26.76,3.23,60,0.57,9.92,0.03,0.1061,1026.93,2013-01-07 11:00:00,"rain",NA,NA
30041,2013-01-07 23:00:00,"Overcast throughout the day.","cloudy",2013-01-08 06:44:16,2013-01-08 16:44:39,0.89,0,0,37.96,2013-01-08 01:00:00,50.87,2013-01-08 15:00:00,33.38,2013-01-08 01:00:00,50.87,2013-01-08 15:00:00,31.61,6.45,79,0.6,1028.05,10,0.82,0,NA,NA,NA,NA
30041,2013-01-08 23:00:00,"Mostly cloudy throughout the day.","partly-cloudy-day",2013-01-09 06:44:13,2013-01-09 16:45:31,0.92,0,0,48.95,2013-01-08 23:00:00,63.31,2013-01-09 15:00:00,45.62,2013-01-08 23:00:00,63.31,2013-01-09 15:00:00,44.75,4.21,77,0.66,1028.96,9.62,0.62,0,NA,NA,NA,NA
30041,2013-01-09 23:00:00,"Light rain starting in the evening.","rain",2013-01-10 06:44:09,2013-01-10 16:46:24,0.96,0.0017,0.51,56.6,2013-01-10 00:00:00,66.24,2013-01-10 14:00:00,56.6,2013-01-10 00:00:00,66.24,2013-01-10 14:00:00,51.24,6.58,90,0.72,1028.1,9.49,0.95,0.0117,2013-01-10 21:00:00,"rain",NA,NA
