"Zipcode","time","summary","icon","sunriseTime","sunsetTime","moonPhase","precipIntensity","precipProbability","temperatureMin","temperatureMinTime","temperatureMax","temperatureMaxTime","apparentTemperatureMin","apparentTemperatureMinTime","apparentTemperatureMax","apparentTemperatureMaxTime","dewPoint","windSpeed","windBearing","humidity","pressure","visibility","cloudCover","precipIntensityMax","precipIntensityMaxTime","precipType","precipAccumulation","ozone"
70506,2013-01-11 00:00:00,"Light rain in the evening.","rain",2013-01-11 07:06:38,2013-01-11 17:27:50,0.99,0.0017,0.51,62.18,2013-01-11 07:00:00,72,2013-01-11 21:00:00,62.18,2013-01-11 07:00:00,72,2013-01-11 21:00:00,62.05,2.23,142,0.87,1016.72,7.89,1,0.0113,2013-01-11 19:00:00,"rain",NA,NA
70506,2013-01-12 00:00:00,"Overcast throughout the day.","cloudy",2013-01-12 07:06:35,2013-01-12 17:28:39,0.04,0,0,70.1,2013-01-12 05:00:00,75.31,2013-01-12 14:00:00,70.1,2013-01-12 05:00:00,75.31,2013-01-12 14:00:00,68.28,10.49,165,0.87,1013.88,8.17,0.99,0,NA,NA,NA,NA
70506,2013-01-13 00:00:00,"Heavy rain starting in the afternoon.","rain",2013-01-13 07:06:29,2013-01-13 17:29:30,0.07,0.0427,0.86,46.83,2013-01-13 23:00:00,73.31,2013-01-13 11:00:00,40.43,2013-01-13 23:00:00,73.31,2013-01-13 11:00:00,58.82,0.7,31,0.91,1013.86,7.77,1,0.2565,2013-01-13 17:00:00,"rain",NA,NA
70506,2013-01-14 00:00:00,"Rain in the morning and afternoon.","rain",2013-01-14 07:06:22,2013-01-14 17:30:20,0.11,0.0134,0.79,37.64,2013-01-14 16:00:00,47.44,2013-01-14 00:00:00,28.01,2013-01-14 15:00:00,41.89,2013-01-14 00:00:00,40.67,13.6,24,0.91,1019.68,7.43,1,0.1139,2013-01-14 05:00:00,"rain",NA,NA
70506,2013-01-15 00:00:00,"Rain until afternoon, starting again in the evening.","rain",2013-01-15 07:06:14,2013-01-15 17:31:12,0.14,0.01,0.75,37.36,2013-01-15 23:00:00,42.65,2013-01-15 12:00:00,28.37,2013-01-15 23:00:00,36,2013-01-15 12:00:00,38.33,9.97,13,0.92,1017.28,6.59,1,0.0749,2013-01-15 07:00:00,"rain",NA,NA
70506,2013-01-16 00:00:00,"Light rain in the morning.","rain",2013-01-16 07:06:04,2013-01-16 17:32:03,0.18,0.0035,0.6,36.18,2013-01-16 07:00:00,40.06,2013-01-16 17:00:00,27.84,2013-01-16 13:00:00,33.4,2013-01-16 17:00:00,35.08,10.11,338,0.9,1020.65,9.29,1,0.0212,2013-01-16 00:00:00,"rain",NA,NA
70506,2013-01-17 00:00:00,"Clear throughout the day.","clear-day",2013-01-17 07:05:52,2013-01-17 17:32:55,0.21,0,0,34.05,2013-01-17 07:00:00,55.95,2013-01-17 16:00:00,29.72,2013-01-17 07:00:00,55.95,2013-01-17 16:00:00,32.64,6.74,326,0.68,1026.95,9.78,0.07,0,NA,NA,NA,NA
70506,2013-01-18 00:00:00,"Clear throughout the day.","clear-day",2013-01-18 07:05:39,2013-01-18 17:33:47,0.24,0,0,37.7,2013-01-18 00:00:00,59.15,2013-01-18 15:00:00,32.79,2013-01-18 07:00:00,59.15,2013-01-18 15:00:00,33.1,3.92,58,0.63,1031.43,9.94,0,0,NA,NA,NA,NA
70506,2013-01-19 00:00:00,"Mostly cloudy in the morning.","partly-cloudy-night",2013-01-19 07:05:24,2013-01-19 17:34:40,0.27,0,0,38.41,2013-01-19 02:00:00,63.87,2013-01-19 16:00:00,34.44,2013-01-19 01:00:00,63.87,2013-01-19 16:00:00,41.81,0.88,182,0.73,1026.54,8.58,0.21,0,NA,NA,NA,NA
70506,2013-01-20 00:00:00,"Clear throughout the day.","clear-day",2013-01-20 07:05:07,2013-01-20 17:35:32,0.3,0,0,39.85,2013-01-20 07:00:00,66.24,2013-01-20 15:00:00,39.85,2013-01-20 07:00:00,66.24,2013-01-20 15:00:00,41.55,2.22,17,0.7,1023.34,9.07,0.04,0,NA,NA,NA,NA
70506,2013-01-21 00:00:00,"Clear throughout the day.","clear-day",2013-01-21 07:04:49,2013-01-21 17:36:25,0.33,0,0,44.82,2013-01-21 06:00:00,68.03,2013-01-21 15:00:00,42.05,2013-01-21 06:00:00,68.03,2013-01-21 15:00:00,44.52,5.2,21,0.71,1022.41,9.26,0.03,0,NA,NA,NA,NA
70506,2013-01-22 00:00:00,"Overcast in the morning.","cloudy",2013-01-22 07:04:29,2013-01-22 17:37:18,0.36,0,0,42.95,2013-01-22 07:00:00,66.95,2013-01-22 16:00:00,39.69,2013-01-22 07:00:00,66.95,2013-01-22 16:00:00,43.5,1.13,48,0.7,1025.69,9.71,0.12,0,NA,NA,NA,NA
70506,2013-01-23 00:00:00,"Foggy in the morning.","fog",2013-01-23 07:04:08,2013-01-23 17:38:11,0.39,0,0,46.34,2013-01-23 07:00:00,70.24,2013-01-23 14:00:00,46.34,2013-01-23 07:00:00,70.24,2013-01-23 14:00:00,50.16,5.29,186,0.78,1027.04,7.55,0.06,0,NA,NA,NA,NA
70506,2013-01-24 00:00:00,"Mostly cloudy until evening.","partly-cloudy-day",2013-01-24 07:03:45,2013-01-24 17:39:05,0.42,0,0,50.71,2013-01-24 06:00:00,72.27,2013-01-24 12:00:00,50.71,2013-01-24 06:00:00,72.27,2013-01-24 12:00:00,55.11,5.21,198,0.81,1025.19,8.3,0.4,0,NA,NA,NA,NA
70506,2013-01-25 00:00:00,"Foggy overnight.","fog",2013-01-25 07:03:21,2013-01-25 17:39:58,0.45,0,0,55.66,2013-01-25 05:00:00,74.94,2013-01-25 13:00:00,55.66,2013-01-25 05:00:00,74.94,2013-01-25 13:00:00,56.51,6.85,200,0.79,1022.41,8.73,0.12,0,NA,NA,NA,NA
70506,2013-01-26 00:00:00,"Foggy in the morning.","fog",2013-01-26 07:02:55,2013-01-26 17:40:51,0.48,0,0,54.77,2013-01-26 07:00:00,74.98,2013-01-26 14:00:00,54.77,2013-01-26 07:00:00,74.98,2013-01-26 14:00:00,56.72,4.18,177,0.83,1022.57,5.65,0.54,0,NA,NA,NA,NA
70506,2013-01-27 00:00:00,"Mostly cloudy starting in the afternoon.","partly-cloudy-night",2013-01-27 07:02:27,2013-01-27 17:41:44,0.52,0,0,56.2,2013-01-27 04:00:00,73.57,2013-01-27 13:00:00,56.2,2013-01-27 04:00:00,73.57,2013-01-27 13:00:00,58.16,7.32,151,0.79,1022.28,9.09,0.34,0,NA,NA,NA,NA
70506,2013-01-28 00:00:00,"Overcast throughout the day.","cloudy",2013-01-28 07:01:58,2013-01-28 17:42:37,0.55,0,0,64.26,2013-01-28 01:00:00,74.37,2013-01-28 14:00:00,64.26,2013-01-28 01:00:00,74.37,2013-01-28 14:00:00,62.87,7.37,146,0.83,1021,9.74,0.85,0,NA,NA,NA,NA
70506,2013-01-29 00:00:00,"Overcast throughout the day and breezy starting in the evening.","wind",2013-01-29 07:01:28,2013-01-29 17:43:30,0.58,3e-04,0.34,66.66,2013-01-29 06:00:00,75.18,2013-01-29 12:00:00,66.66,2013-01-29 06:00:00,75.18,2013-01-29 12:00:00,66.92,13.92,168,0.86,1012.94,9.01,0.99,0.0071,2013-01-29 15:00:00,"rain",NA,NA
70506,2013-01-30 00:00:00,"Heavy rain in the morning and breezy in the afternoon.","rain",2013-01-30 07:00:56,2013-01-30 17:44:23,0.62,0.018,0.85,45.45,2013-01-30 23:00:00,72.06,2013-01-30 01:00:00,43.31,2013-01-30 22:00:00,72.06,2013-01-30 01:00:00,42.94,9.4,284,0.6,1012.39,9.5,0.61,0.2225,2013-01-30 05:00:00,"rain",NA,NA
70506,2013-01-31 00:00:00,"Clear throughout the day.","clear-day",2013-01-31 07:00:22,2013-01-31 17:45:16,0.65,0,0,36.96,2013-01-31 07:00:00,60.44,2013-01-31 15:00:00,31.47,2013-01-31 07:00:00,60.44,2013-01-31 15:00:00,31,4.22,230,0.55,1025.23,9.99,0,0,NA,NA,NA,NA
70506,2013-02-01 00:00:00,"Clear throughout the day.","clear-day",2013-02-01 06:59:48,2013-02-01 17:46:09,0.69,0,0,45.89,2013-02-01 07:00:00,66.78,2013-02-01 16:00:00,43.32,2013-02-01 07:00:00,66.78,2013-02-01 16:00:00,39.85,1.3,85,0.61,1027.41,9.99,0,0,NA,NA,NA,NA
70506,2013-02-02 00:00:00,"Partly cloudy in the afternoon.","partly-cloudy-day",2013-02-02 06:59:11,2013-02-02 17:47:01,0.72,0,0,44.76,2013-02-02 04:00:00,69.44,2013-02-02 14:00:00,44.76,2013-02-02 04:00:00,69.44,2013-02-02 14:00:00,47.94,2.81,183,0.75,1024.71,9.04,0.09,0,NA,NA,NA,NA
70506,2013-02-03 00:00:00,"Partly cloudy in the morning.","partly-cloudy-night",2013-02-03 06:58:34,2013-02-03 17:47:53,0.76,0,0,48.86,2013-02-03 23:00:00,68.34,2013-02-03 15:00:00,48.86,2013-02-03 23:00:00,68.34,2013-02-03 15:00:00,43.17,4.41,3,0.65,1023.53,8.07,0.16,0,NA,NA,NA,NA
70506,2013-02-04 00:00:00,"Mostly cloudy throughout the day.","partly-cloudy-night",2013-02-04 06:57:55,2013-02-04 17:48:45,0.8,0.001,0.6,48.03,2013-02-04 00:00:00,66.15,2013-02-04 12:00:00,48.03,2013-02-04 00:00:00,66.15,2013-02-04 12:00:00,48.99,3.84,121,0.75,1016.3,9.93,0.48,0.0212,2013-02-04 15:00:00,"rain",NA,NA
70506,2013-02-05 00:00:00,"Rain in the morning.","rain",2013-02-05 06:57:14,2013-02-05 17:49:37,0.83,0.0065,0.75,56.22,2013-02-05 23:00:00,71.83,2013-02-05 16:00:00,56.22,2013-02-05 23:00:00,71.83,2013-02-05 16:00:00,57.54,1.74,74,0.85,1015.12,7.14,0.8,0.0789,2013-02-05 05:00:00,"rain",NA,NA
70506,2013-02-06 00:00:00,"Rain in the evening and overnight.","rain",2013-02-06 06:56:33,2013-02-06 17:50:28,0.87,0.0128,0.76,54,2013-02-06 04:00:00,66.71,2013-02-06 13:00:00,54,2013-02-06 04:00:00,66.71,2013-02-06 13:00:00,56.95,4.78,64,0.9,1016.96,4.08,0.79,0.0829,2013-02-06 19:00:00,"rain",NA,NA
70506,2013-02-07 00:00:00,"Light rain in the morning.","rain",2013-02-07 06:55:50,2013-02-07 17:51:19,0.91,0.0163,0.79,56.07,2013-02-07 05:00:00,69.37,2013-02-07 16:00:00,56.07,2013-02-07 05:00:00,69.37,2013-02-07 16:00:00,57.03,3.28,351,0.85,1013.44,8.66,0.57,0.1098,2013-02-07 00:00:00,"rain",NA,NA
70506,2013-02-08 00:00:00,"Foggy in the morning.","fog",2013-02-08 06:55:05,2013-02-08 17:52:10,0.95,0,0,53.22,2013-02-08 23:00:00,69.56,2013-02-08 13:00:00,53.22,2013-02-08 23:00:00,69.56,2013-02-08 13:00:00,54.8,5.54,344,0.82,1018.54,7.17,0.77,0,NA,NA,NA,NA
70506,2013-02-09 00:00:00,"Mostly cloudy throughout the day.","partly-cloudy-day",2013-02-09 06:54:20,2013-02-09 17:53:00,0.98,0,0,53.06,2013-02-09 03:00:00,67.59,2013-02-09 16:00:00,53.06,2013-02-09 03:00:00,67.59,2013-02-09 16:00:00,52.8,5.71,98,0.78,1019.64,9.99,0.62,0,NA,NA,NA,NA
70506,2013-02-10 00:00:00,"Overcast throughout the day.","cloudy",2013-02-10 06:53:33,2013-02-10 17:53:50,0.02,3e-04,0.34,63.53,2013-02-10 00:00:00,75.24,2013-02-10 15:00:00,63.53,2013-02-10 00:00:00,75.24,2013-02-10 15:00:00,67.18,11.16,174,0.87,1013.35,9,1,0.0071,2013-02-10 09:00:00,"rain",NA,NA
70506,2013-02-11 00:00:00,"Heavy rain in the morning and afternoon.","rain",2013-02-11 06:52:45,2013-02-11 17:54:40,0.06,0.0389,0.89,55.47,2013-02-11 23:00:00,71.18,2013-02-11 00:00:00,55.47,2013-02-11 23:00:00,71.18,2013-02-11 00:00:00,57.15,7.72,44,0.91,1016.94,7.65,1,0.4513,2013-02-11 23:00:00,"rain",NA,NA
70506,2013-02-12 00:00:00,"Light rain in the morning and afternoon.","rain",2013-02-12 06:51:55,2013-02-12 17:55:29,0.09,0.0036,0.65,55.36,2013-02-12 00:00:00,74.75,2013-02-12 15:00:00,55.36,2013-02-12 00:00:00,74.75,2013-02-12 15:00:00,59.04,1.27,358,0.91,1011.5,6.55,0.89,0.031,2013-02-12 00:00:00,"rain",NA,NA
70506,2013-02-13 00:00:00,"Mostly cloudy until afternoon.","partly-cloudy-day",2013-02-13 06:51:05,2013-02-13 17:56:18,0.12,0,0,46.08,2013-02-13 23:00:00,58.77,2013-02-13 15:00:00,43.1,2013-02-13 21:00:00,58.77,2013-02-13 15:00:00,43.77,7.75,336,0.72,1016.14,10,0.39,0,NA,NA,NA,NA
70506,2013-02-14 00:00:00,"Clear throughout the day.","clear-day",2013-02-14 06:50:13,2013-02-14 17:57:07,0.15,0,0,39.08,2013-02-14 06:00:00,60.32,2013-02-14 15:00:00,35.98,2013-02-14 06:00:00,60.32,2013-02-14 15:00:00,38.01,2.83,4,0.68,1019.68,9.98,0,0,NA,NA,NA,NA
70506,2013-02-15 00:00:00,"Drizzle overnight.","rain",2013-02-15 06:49:20,2013-02-15 17:57:55,0.19,0,0,40.01,2013-02-15 07:00:00,65.06,2013-02-15 16:00:00,37.24,2013-02-15 06:00:00,65.06,2013-02-15 16:00:00,38.52,6.76,359,0.61,1021.11,9.97,0.08,0,NA,NA,NA,NA
70506,2013-02-16 00:00:00,"Clear throughout the day.","clear-day",2013-02-16 06:48:26,2013-02-16 17:58:42,0.22,6e-04,0.4,40.29,2013-02-16 07:00:00,55.15,2013-02-16 16:00:00,34.11,2013-02-16 07:00:00,55.15,2013-02-16 16:00:00,28.05,11.98,334,0.49,1025.71,9.99,0.13,0.008,2013-02-16 02:00:00,"rain",NA,NA
70506,2013-02-17 00:00:00,"Clear throughout the day.","clear-day",2013-02-17 06:47:31,2013-02-17 17:59:30,0.25,0,0,36.87,2013-02-17 04:00:00,61.34,2013-02-17 14:00:00,36.87,2013-02-17 04:00:00,61.34,2013-02-17 14:00:00,37.08,7.73,158,0.63,1024.87,9.89,0,0,NA,NA,NA,NA
70506,2013-02-18 00:00:00,"Rain overnight.","rain",2013-02-18 06:46:35,2013-02-18 18:00:16,0.28,3e-04,0.34,50.93,2013-02-18 01:00:00,67.87,2013-02-18 13:00:00,50.93,2013-02-18 01:00:00,67.87,2013-02-18 13:00:00,52.97,11.68,160,0.76,1017.72,9.93,0.75,0.0071,2013-02-18 23:00:00,"rain",NA,NA
70506,2013-02-19 00:00:00,"Mostly cloudy in the morning.","partly-cloudy-night",2013-02-19 06:45:38,2013-02-19 18:01:03,0.31,0.011,0.8,47.86,2013-02-19 23:00:00,64.73,2013-02-19 14:00:00,45.1,2013-02-19 23:00:00,64.73,2013-02-19 14:00:00,42.97,8.9,5,0.61,1021.24,10,0.22,0.1281,2013-02-19 00:00:00,"rain",NA,NA
70506,2013-02-20 00:00:00,"Mostly cloudy starting in the afternoon.","partly-cloudy-night",2013-02-20 06:44:40,2013-02-20 18:01:49,0.34,0,0,46.1,2013-02-20 07:00:00,60.32,2013-02-20 14:00:00,42,2013-02-20 07:00:00,60.32,2013-02-20 14:00:00,30.64,8.29,81,0.43,1020.07,10,0.28,0,NA,NA,NA,NA
70506,2013-02-21 00:00:00,"Drizzle overnight.","rain",2013-02-21 06:43:41,2013-02-21 18:02:34,0.37,7e-04,0.55,55.19,2013-02-21 01:00:00,72.06,2013-02-21 16:00:00,55.19,2013-02-21 01:00:00,72.06,2013-02-21 16:00:00,55.07,10.08,152,0.72,1010.76,9.23,1,0.0153,2013-02-21 12:00:00,"rain",NA,NA
70506,2013-02-22 00:00:00,"Light rain in the morning.","rain",2013-02-22 06:42:41,2013-02-22 18:03:19,0.4,0.0027,0.61,58.44,2013-02-22 23:00:00,70.24,2013-02-22 00:00:00,58.44,2013-02-22 23:00:00,70.24,2013-02-22 00:00:00,53.01,8.33,34,0.7,1012.94,9.86,0.95,0.0242,2013-02-22 10:00:00,"rain",NA,NA
70506,2013-02-23 00:00:00,"Mostly cloudy in the afternoon.","partly-cloudy-day",2013-02-23 06:41:40,2013-02-23 18:04:04,0.43,0,0,51.55,2013-02-23 07:00:00,63.75,2013-02-23 17:00:00,51.55,2013-02-23 07:00:00,63.75,2013-02-23 17:00:00,48.91,7.65,19,0.75,1013.53,9.99,0.35,0,NA,NA,NA,NA
70506,2013-02-24 00:00:00,"Rain starting in the evening.","rain",2013-02-24 06:40:38,2013-02-24 18:04:48,0.46,0.0174,0.84,45.67,2013-02-24 05:00:00,70.76,2013-02-24 14:00:00,44.17,2013-02-24 05:00:00,70.76,2013-02-24 14:00:00,49.83,4.71,73,0.76,1011.98,9.28,0.3,0.2007,2013-02-24 20:00:00,"rain",NA,NA
70506,2013-02-25 00:00:00,"Heavy rain in the afternoon and breezy overnight.","rain",2013-02-25 06:39:36,2013-02-25 18:05:31,0.49,0.031,0.86,56.04,2013-02-25 23:00:00,71.87,2013-02-25 16:00:00,56.04,2013-02-25 23:00:00,71.87,2013-02-25 16:00:00,58.85,4.22,200,0.84,1002.19,7.22,0.8,0.2871,2013-02-25 13:00:00,"rain",NA,NA
70506,2013-02-26 00:00:00,"Partly cloudy in the morning.","partly-cloudy-night",2013-02-26 06:38:32,2013-02-26 18:06:15,0.53,0,0,44.24,2013-02-26 07:00:00,60.68,2013-02-26 16:00:00,39.02,2013-02-26 07:00:00,60.68,2013-02-26 16:00:00,36.74,11.27,269,0.56,1008.91,9.99,0.08,0,NA,NA,NA,NA
70506,2013-02-27 00:00:00,"Clear throughout the day.","clear-day",2013-02-27 06:37:28,2013-02-27 18:06:58,0.56,0,0,47.28,2013-02-27 06:00:00,68.05,2013-02-27 14:00:00,47.28,2013-02-27 06:00:00,68.05,2013-02-27 14:00:00,42.53,5.14,259,0.61,1015.51,10,0.05,0,NA,NA,NA,NA
70506,2013-02-28 00:00:00,"Clear throughout the day.","clear-day",2013-02-28 06:36:23,2013-02-28 18:07:40,0.6,0,0,43.36,2013-02-28 07:00:00,52.19,2013-02-28 00:00:00,37.95,2013-02-28 07:00:00,52.19,2013-02-28 00:00:00,32.02,8.02,326,0.54,1020.59,10,0,0,NA,NA,NA,NA
70506,2013-03-01 00:00:00,"Clear throughout the day.","clear-day",2013-03-01 06:35:17,2013-03-01 18:08:22,0.63,0,0,40.27,2013-03-01 07:00:00,59.24,2013-03-01 16:00:00,35.61,2013-03-01 07:00:00,59.24,2013-03-01 16:00:00,31.7,8.06,320,0.53,1021.21,9.82,0,0,NA,NA,NA,NA
70506,2013-03-02 00:00:00,"Partly cloudy until afternoon.","partly-cloudy-day",2013-03-02 06:34:10,2013-03-02 18:09:04,0.67,0,0,35.75,2013-03-02 23:00:00,47.53,2013-03-02 14:00:00,31.93,2013-03-02 07:00:00,41.12,2013-03-02 14:00:00,28.37,8.65,347,0.59,1023.68,10,0.1,0,NA,NA,NA,NA
70506,2013-03-03 00:00:00,"Clear throughout the day.","clear-day",2013-03-03 06:33:03,2013-03-03 18:09:45,0.71,0,0,30.78,2013-03-03 06:00:00,56.7,2013-03-03 15:00:00,30.78,2013-03-03 06:00:00,56.7,2013-03-03 15:00:00,30.51,3.89,194,0.62,1023.7,9.88,0,0,NA,NA,NA,NA
70506,2013-03-04 00:00:00,"Mostly cloudy throughout the day.","partly-cloudy-day",2013-03-04 06:31:55,2013-03-04 18:10:26,0.75,0,0,46.72,2013-03-04 00:00:00,71.01,2013-03-04 13:00:00,43.26,2013-03-04 00:00:00,71.01,2013-03-04 13:00:00,51.19,11.74,178,0.74,1015.87,9.97,0.46,0,NA,NA,NA,NA
70506,2013-03-05 00:00:00,"Mostly cloudy until afternoon.","partly-cloudy-day",2013-03-05 06:30:47,2013-03-05 18:11:06,0.78,0,0,54.73,2013-03-05 23:00:00,73.31,2013-03-05 14:00:00,54.73,2013-03-05 23:00:00,73.31,2013-03-05 14:00:00,49.34,6.15,294,0.61,1017.3,9.94,0.47,0,NA,NA,NA,NA
70506,2013-03-06 00:00:00,"Clear throughout the day.","clear-day",2013-03-06 06:29:38,2013-03-06 18:11:47,0.82,0,0,40.82,2013-03-06 06:00:00,62.45,2013-03-06 15:00:00,37.26,2013-03-06 06:00:00,62.45,2013-03-06 15:00:00,28.57,7.94,356,0.43,1025.93,9.98,0,0,NA,NA,NA,NA
70506,2013-03-07 00:00:00,"Clear throughout the day.","clear-day",2013-03-07 06:28:28,2013-03-07 18:12:26,0.86,0,0,40.37,2013-03-07 05:00:00,64.43,2013-03-07 16:00:00,36.91,2013-03-07 05:00:00,64.43,2013-03-07 16:00:00,33.82,2.81,64,0.54,1025.34,9.99,0,0,NA,NA,NA,NA
70506,2013-03-08 00:00:00,"Mostly cloudy in the morning.","partly-cloudy-day",2013-03-08 06:27:18,2013-03-08 18:13:06,0.89,0,0,42.56,2013-03-08 06:00:00,70.08,2013-03-08 14:00:00,42.35,2013-03-08 01:00:00,70.08,2013-03-08 14:00:00,43.04,4.3,149,0.66,1023.72,8.05,0.08,0,NA,NA,NA,NA
70506,2013-03-09 00:00:00,"Mostly cloudy throughout the day.","partly-cloudy-night",2013-03-09 06:26:08,2013-03-09 18:13:45,0.93,0,0,54.76,2013-03-09 07:00:00,71.16,2013-03-09 15:00:00,54.76,2013-03-09 07:00:00,71.16,2013-03-09 15:00:00,54.97,7.53,143,0.74,1017.35,9.98,0.37,0,NA,NA,NA,NA
70506,2013-03-10 00:00:00,"Heavy rain starting in the afternoon.","rain",2013-03-10 07:24:57,2013-03-10 19:14:24,0.96,0.0187,0.8,55.05,2013-03-10 23:00:00,74.65,2013-03-10 12:00:00,55.05,2013-03-10 23:00:00,74.65,2013-03-10 12:00:00,60.97,7.57,167,0.83,1011.92,7.89,0.83,0.1256,2013-03-10 19:00:00,"rain",NA,NA
70506,2013-03-11 00:00:00,"Rain in the morning.","rain",2013-03-11 07:23:45,2013-03-11 19:15:02,0.99,0.0398,0.86,45.92,2013-03-11 09:00:00,58.44,2013-03-11 17:00:00,41.48,2013-03-11 09:00:00,58.44,2013-03-11 17:00:00,38.96,11.05,330,0.64,1015.79,8.93,0.46,0.2529,2013-03-11 00:00:00,"rain",NA,NA
70506,2013-03-12 00:00:00,"Clear throughout the day.","clear-day",2013-03-12 07:22:33,2013-03-12 19:15:41,0.04,1e-04,0.01,40.66,2013-03-12 07:00:00,66.13,2013-03-12 17:00:00,40.66,2013-03-12 07:00:00,66.13,2013-03-12 17:00:00,36,4.49,1,0.56,1020.91,10,0,8e-04,2013-03-12 11:00:00,"rain",NA,NA
70506,2013-03-13 00:00:00,"Clear throughout the day.","clear-day",2013-03-13 07:21:21,2013-03-13 19:16:19,0.07,0,0,45.03,2013-03-13 07:00:00,67.32,2013-03-13 15:00:00,44.32,2013-03-13 08:00:00,67.32,2013-03-13 15:00:00,34.86,8.14,18,0.5,1027.54,10,0,0,NA,NA,NA,NA
70506,2013-03-14 00:00:00,"Clear throughout the day.","clear-day",2013-03-14 07:20:08,2013-03-14 19:16:56,0.1,0,0,41.76,2013-03-14 07:00:00,69.27,2013-03-14 16:00:00,38.78,2013-03-14 05:00:00,69.27,2013-03-14 16:00:00,35.21,2,116,0.52,1028.63,9.99,0,0,NA,NA,NA,NA
