"Zipcode","time","summary","icon","sunriseTime","sunsetTime","moonPhase","precipIntensity","precipProbability","temperatureMin","temperatureMinTime","temperatureMax","temperatureMaxTime","apparentTemperatureMin","apparentTemperatureMinTime","apparentTemperatureMax","apparentTemperatureMaxTime","dewPoint","windSpeed","windBearing","humidity","pressure","visibility","cloudCover","precipIntensityMax","precipIntensityMaxTime","precipType","precipAccumulation","ozone"
70560,2013-01-01 00:00:00,"Heavy rain until afternoon.","rain",2013-01-01 07:04:28,2013-01-01 17:19:47,0.64,0.0404,0.86,45.84,2013-01-01 23:00:00,69.01,2013-01-01 03:00:00,39.39,2013-01-01 23:00:00,69.01,2013-01-01 03:00:00,52.49,7.41,355,0.88,1017.24,8.51,0.99,0.2743,2013-01-01 08:00:00,"rain",NA,NA
70560,2013-01-02 00:00:00,"Light rain starting in the afternoon, continuing until evening.","rain",2013-01-02 07:04:40,2013-01-02 17:20:30,0.67,0.0034,0.61,42.27,2013-01-02 22:00:00,49.54,2013-01-02 00:00:00,36.01,2013-01-02 19:00:00,44.41,2013-01-02 00:00:00,40.62,10.9,0,0.84,1022.35,9.86,0.96,0.0234,2013-01-02 17:00:00,"rain",NA,NA
70560,2013-01-03 00:00:00,"Mostly cloudy overnight.","partly-cloudy-night",2013-01-03 07:04:51,2013-01-03 17:21:13,0.7,0,0,40.14,2013-01-03 07:00:00,52.28,2013-01-03 15:00:00,33.8,2013-01-03 07:00:00,52.28,2013-01-03 15:00:00,33.48,10.53,11,0.67,1026.91,10,0.23,0,NA,NA,NA,NA
70560,2013-01-04 00:00:00,"Mostly cloudy throughout the day.","partly-cloudy-day",2013-01-04 07:05:00,2013-01-04 17:21:57,0.74,0,0,39.1,2013-01-04 06:00:00,54.39,2013-01-04 14:00:00,32.93,2013-01-04 05:00:00,54.39,2013-01-04 14:00:00,31.08,8.37,26,0.55,9.99,0.67,0,1029.39,NA,NA,NA,NA
70560,2013-01-05 00:00:00,"Rain overnight.","rain",2013-01-05 07:05:08,2013-01-05 17:22:42,0.78,0.0011,0.61,46.4,2013-01-05 03:00:00,52.59,2013-01-05 12:00:00,42.36,2013-01-05 21:00:00,52.59,2013-01-05 12:00:00,38.61,8.12,24,0.7,1025.93,9.48,0.94,0.0234,2013-01-05 16:00:00,"rain",NA,NA
70560,2013-01-06 00:00:00,"Rain in the morning.","rain",2013-01-06 07:05:14,2013-01-06 17:23:27,0.81,0.0182,0.83,45.02,2013-01-06 23:00:00,54.14,2013-01-06 16:00:00,40.07,2013-01-06 07:00:00,54.14,2013-01-06 16:00:00,43.52,9.99,12,0.84,8.65,0.75,0.1814,1024.37,2013-01-06 04:00:00,"rain",NA,NA
70560,2013-01-07 00:00:00,"Mostly cloudy starting in the afternoon.","partly-cloudy-night",2013-01-07 07:05:19,2013-01-07 17:24:14,0.85,0,0,40.63,2013-01-07 07:00:00,59.28,2013-01-07 15:00:00,36.24,2013-01-07 06:00:00,59.28,2013-01-07 15:00:00,40.34,6.61,56,0.69,9.82,0.37,0,1024.3,NA,NA,NA,NA
70560,2013-01-08 00:00:00,"Heavy rain throughout the day.","rain",2013-01-08 07:05:22,2013-01-08 17:25:01,0.89,0.0966,0.86,52.83,2013-01-08 00:00:00,63.57,2013-01-08 17:00:00,52.83,2013-01-08 00:00:00,63.57,2013-01-08 17:00:00,53.9,8.09,86,0.86,1019.42,6.9,0.72,0.2826,2013-01-08 20:00:00,"rain",NA,NA
70560,2013-01-09 00:00:00,"Rain in the morning and evening.","rain",2013-01-09 07:05:23,2013-01-09 17:25:49,0.93,0.0165,0.76,61.71,2013-01-09 00:00:00,70.54,2013-01-09 23:00:00,61.71,2013-01-09 00:00:00,70.54,2013-01-09 23:00:00,63.95,8.75,97,0.93,1018.46,6.76,0.92,0.0814,2013-01-09 05:00:00,"rain",NA,NA
70560,2013-01-10 00:00:00,"Heavy rain until afternoon.","rain",2013-01-10 07:05:23,2013-01-10 17:26:37,0.96,0.1098,0.92,63.97,2013-01-10 17:00:00,72.57,2013-01-10 04:00:00,63.97,2013-01-10 17:00:00,72.57,2013-01-10 04:00:00,64.89,5.62,136,0.93,1017.31,6.12,0.99,0.8367,2013-01-10 06:00:00,"rain",NA,NA
