"Zipcode","time","summary","icon","sunriseTime","sunsetTime","moonPhase","precipIntensity","precipProbability","temperatureMin","temperatureMinTime","temperatureMax","temperatureMaxTime","apparentTemperatureMin","apparentTemperatureMinTime","apparentTemperatureMax","apparentTemperatureMaxTime","dewPoint","windSpeed","windBearing","humidity","pressure","visibility","cloudCover","precipIntensityMax","precipIntensityMaxTime","precipType","precipAccumulation","ozone"
70570,2013-01-01 00:00:00,"Rain until afternoon.","rain",2013-01-01 07:06:44,2013-01-01 17:19:41,0.64,0.03,0.83,45.36,2013-01-01 23:00:00,67.22,2013-01-01 03:00:00,39.35,2013-01-01 23:00:00,67.22,2013-01-01 03:00:00,52.51,8,351,0.9,1017.31,8.56,0.99,0.1699,2013-01-01 06:00:00,"rain",NA,NA
70570,2013-01-02 00:00:00,"Light rain starting in the afternoon, continuing until evening.","rain",2013-01-02 07:06:56,2013-01-02 17:20:23,0.67,0.004,0.56,41.98,2013-01-02 22:00:00,48.99,2013-01-02 00:00:00,36.48,2013-01-02 19:00:00,44.17,2013-01-02 00:00:00,40.53,9.8,357,0.85,1022.43,9.95,0.96,0.0159,2013-01-02 17:00:00,"rain",NA,NA
70570,2013-01-03 00:00:00,"Mostly cloudy overnight.","partly-cloudy-night",2013-01-03 07:07:06,2013-01-03 17:21:07,0.7,0.0012,0.04,39.37,2013-01-03 07:00:00,52.04,2013-01-03 15:00:00,33.44,2013-01-03 07:00:00,52.04,2013-01-03 15:00:00,33.46,9.78,10,0.68,1026.92,10,0.21,0.0017,2013-01-03 23:00:00,"rain",NA,NA
70570,2013-01-04 00:00:00,"Mostly cloudy throughout the day.","partly-cloudy-day",2013-01-04 07:07:15,2013-01-04 17:21:51,0.74,0.0015,0.11,38.39,2013-01-04 04:00:00,54.6,2013-01-04 14:00:00,32.42,2013-01-04 04:00:00,54.6,2013-01-04 14:00:00,31.47,7.35,23,0.58,10,0.68,0.0033,1029.41,2013-01-04 20:00:00,"rain",NA,NA
70570,2013-01-05 00:00:00,"Rain overnight.","rain",2013-01-05 07:07:23,2013-01-05 17:22:37,0.78,0.0023,0.56,45.91,2013-01-05 20:00:00,51.75,2013-01-05 13:00:00,41.74,2013-01-05 20:00:00,51.75,2013-01-05 13:00:00,38.71,7.29,23,0.72,1025.97,9.41,0.94,0.0159,2013-01-05 16:00:00,"rain",NA,NA
70570,2013-01-06 00:00:00,"Rain in the morning.","rain",2013-01-06 07:07:28,2013-01-06 17:23:23,0.81,0.0183,0.83,43.28,2013-01-06 23:00:00,54.03,2013-01-06 16:00:00,39.66,2013-01-06 23:00:00,54.03,2013-01-06 16:00:00,43.58,9.08,11,0.85,8.75,0.71,0.1706,1024.37,2013-01-06 04:00:00,"rain",NA,NA
70570,2013-01-07 00:00:00,"Mostly cloudy starting in the afternoon.","partly-cloudy-night",2013-01-07 07:07:32,2013-01-07 17:24:10,0.85,0.0014,0.04,39.18,2013-01-07 07:00:00,59.04,2013-01-07 15:00:00,35.09,2013-01-07 06:00:00,59.04,2013-01-07 15:00:00,40.24,5.56,55,0.72,9.75,0.36,0.0017,1024.31,2013-01-07 22:00:00,"rain",NA,NA
70570,2013-01-08 00:00:00,"Rain throughout the day.","rain",2013-01-08 07:07:35,2013-01-08 17:24:57,0.89,0.0614,0.82,51.98,2013-01-08 01:00:00,63.02,2013-01-08 17:00:00,51.98,2013-01-08 01:00:00,63.02,2013-01-08 17:00:00,53.61,6.46,87,0.87,1019.37,7.52,0.72,0.1667,2013-01-08 20:00:00,"rain",NA,NA
70570,2013-01-09 00:00:00,"Rain in the morning and evening.","rain",2013-01-09 07:07:36,2013-01-09 17:25:46,0.93,0.0161,0.74,61.85,2013-01-09 00:00:00,70.16,2013-01-09 23:00:00,61.85,2013-01-09 00:00:00,70.16,2013-01-09 23:00:00,64.16,7.61,96,0.95,1018.42,7.11,0.95,0.0674,2013-01-09 23:00:00,"rain",NA,NA
70570,2013-01-10 00:00:00,"Heavy rain until afternoon.","rain",2013-01-10 07:07:35,2013-01-10 17:26:34,0.96,0.0773,0.9,64.06,2013-01-10 11:00:00,72.02,2013-01-10 04:00:00,64.06,2013-01-10 11:00:00,72.02,2013-01-10 04:00:00,65.11,4.7,132,0.95,1017.3,6.24,0.98,0.5146,2013-01-10 06:00:00,"rain",NA,NA
70570,2013-01-11 00:00:00,"Overcast throughout the day.","cloudy",2013-01-11 07:07:33,2013-01-11 17:27:24,0.99,0.0026,0.52,62.52,2013-01-11 07:00:00,71.98,2013-01-11 23:00:00,62.52,2013-01-11 07:00:00,71.98,2013-01-11 23:00:00,63.18,2.59,141,0.9,1016.76,7.97,1,0.0121,2013-01-11 19:00:00,"rain",NA,NA
