"Zipcode","time","summary","icon","sunriseTime","sunsetTime","moonPhase","precipIntensity","precipProbability","temperatureMin","temperatureMinTime","temperatureMax","temperatureMaxTime","apparentTemperatureMin","apparentTemperatureMinTime","apparentTemperatureMax","apparentTemperatureMaxTime","dewPoint","windSpeed","windBearing","humidity","pressure","visibility","cloudCover","precipIntensityMax","precipIntensityMaxTime","precipType","precipAccumulation","ozone"
30518,2012-12-31 23:00:00,"Light rain until evening.","rain",2013-01-01 06:43:00,2013-01-01 16:38:41,0.63,0.0265,0.78,45,2013-01-01 02:00:00,50.49,2013-01-01 15:00:00,42.28,2013-01-01 01:00:00,50.49,2013-01-01 15:00:00,45.73,2.58,325,0.91,1016.17,4.21,0.96,0.1038,2013-01-01 02:00:00,"rain",NA,NA
30518,2013-01-01 23:00:00,"Partly cloudy until afternoon.","partly-cloudy-day",2013-01-02 06:43:09,2013-01-02 16:39:26,0.67,0.0019,0.58,39.54,2013-01-02 22:00:00,49.8,2013-01-02 01:00:00,34.67,2013-01-02 20:00:00,47.11,2013-01-02 01:00:00,40.25,6.87,290,0.83,1017.71,9.06,0.42,0.0188,2013-01-01 23:00:00,"rain",NA,NA
30518,2013-01-02 23:00:00,"Partly cloudy until afternoon.","partly-cloudy-day",2013-01-03 06:43:17,2013-01-03 16:40:12,0.7,0,0,35.76,2013-01-03 22:00:00,45.69,2013-01-03 14:00:00,30.92,2013-01-03 22:00:00,41.6,2013-01-03 14:00:00,31.63,6.56,291,0.73,1022.55,8.74,0.35,0,NA,NA,NA,NA
30518,2013-01-03 23:00:00,"Clear throughout the day.","clear-day",2013-01-04 06:43:23,2013-01-04 16:40:59,0.74,0,0,29.34,2013-01-04 06:00:00,51.69,2013-01-04 14:00:00,25.5,2013-01-04 07:00:00,51.69,2013-01-04 14:00:00,21.09,5.74,304,0.53,10,0.06,0,1027.51,NA,NA,NA,NA
30518,2013-01-04 23:00:00,"Drizzle starting in the evening.","rain",2013-01-05 06:43:28,2013-01-05 16:41:47,0.77,5e-04,0.28,27.38,2013-01-05 05:00:00,48.15,2013-01-05 15:00:00,27.38,2013-01-05 05:00:00,46.86,2013-01-05 15:00:00,23.91,1.69,252,0.58,1027.57,9.96,0.22,0.0063,2013-01-05 21:00:00,"rain",NA,NA
30518,2013-01-05 23:00:00,"Mostly cloudy until afternoon.","partly-cloudy-day",2013-01-06 06:43:30,2013-01-06 16:42:37,0.81,0,0,39.08,2013-01-06 22:00:00,48.58,2013-01-06 14:00:00,35.25,2013-01-06 22:00:00,43.58,2013-01-06 14:00:00,34.22,7.92,276,0.71,9.99,0.58,0,1023.22,NA,NA,NA,NA
30518,2013-01-06 23:00:00,"Clear throughout the day.","clear-day",2013-01-07 06:43:31,2013-01-07 16:43:27,0.85,0.0053,0.8,30.05,2013-01-07 07:00:00,54.56,2013-01-07 15:00:00,26.73,2013-01-07 06:00:00,54.56,2013-01-07 15:00:00,27.43,3.39,61,0.57,9.98,0,0.1273,1026.96,2013-01-07 11:00:00,"rain",NA,NA
30518,2013-01-07 23:00:00,"Overcast throughout the day.","cloudy",2013-01-08 06:43:30,2013-01-08 16:44:18,0.89,0,0,36.81,2013-01-08 01:00:00,50.35,2013-01-08 15:00:00,31.97,2013-01-08 01:00:00,50.35,2013-01-08 15:00:00,31.97,6.22,73,0.62,1028.22,10,0.83,0,NA,NA,NA,NA
30518,2013-01-08 23:00:00,"Mostly cloudy in the morning.","partly-cloudy-night",2013-01-09 06:43:27,2013-01-09 16:45:10,0.92,0,0,49.38,2013-01-08 23:00:00,63.74,2013-01-09 15:00:00,47.2,2013-01-08 23:00:00,63.74,2013-01-09 15:00:00,43.97,4.08,67,0.64,1029.05,9.85,0.54,0,NA,NA,NA,NA
30518,2013-01-09 23:00:00,"Light rain starting in the evening.","rain",2013-01-10 06:43:22,2013-01-10 16:46:03,0.96,0.0017,0.56,55.63,2013-01-09 23:00:00,68.4,2013-01-10 14:00:00,55.63,2013-01-09 23:00:00,68.4,2013-01-10 14:00:00,51.34,6.02,87,0.72,1028.3,9.45,0.92,0.0163,2013-01-10 21:00:00,"rain",NA,NA
30518,2013-01-10 23:00:00,"Light rain in the morning and afternoon.","rain",2013-01-11 06:43:16,2013-01-11 16:46:57,0.99,0.0102,0.69,59.01,2013-01-10 23:00:00,67.21,2013-01-11 12:00:00,59.01,2013-01-10 23:00:00,67.21,2013-01-11 12:00:00,60.41,4.7,163,0.93,1021.63,3.91,0.97,0.0437,2013-01-11 16:00:00,"rain",NA,NA
30518,2013-01-11 23:00:00,"Foggy in the morning.","fog",2013-01-12 06:43:07,2013-01-12 16:47:51,0.04,2e-04,0.13,56.97,2013-01-12 06:00:00,72.74,2013-01-12 15:00:00,56.97,2013-01-12 06:00:00,72.74,2013-01-12 15:00:00,57.42,2.8,178,0.83,1019.84,6.3,0.6,0.0037,2013-01-12 04:00:00,"rain",NA,NA
