"Zipcode","time","summary","icon","sunriseTime","sunsetTime","moonPhase","precipIntensity","precipProbability","temperatureMin","temperatureMinTime","temperatureMax","temperatureMaxTime","apparentTemperatureMin","apparentTemperatureMinTime","apparentTemperatureMax","apparentTemperatureMaxTime","dewPoint","windSpeed","windBearing","humidity","pressure","visibility","cloudCover","precipIntensityMax","precipIntensityMaxTime","precipType","precipAccumulation","ozone"
30223,2012-12-31 23:00:00,"Light rain until afternoon.","rain",2013-01-01 06:41:57,2013-01-01 16:41:58,0.63,0.0088,0.7,51.47,2013-01-01 22:00:00,61.84,2013-01-01 03:00:00,51.47,2013-01-01 22:00:00,61.84,2013-01-01 03:00:00,53.31,1.81,271,0.87,1016.18,7.57,0.99,0.0476,2013-01-01 08:00:00,"rain",NA,NA
30223,2013-01-01 23:00:00,"Mostly cloudy in the morning.","partly-cloudy-night",2013-01-02 06:42:08,2013-01-02 16:42:42,0.67,0.001,0.52,44.56,2013-01-02 22:00:00,56.42,2013-01-02 00:00:00,40.8,2013-01-02 20:00:00,56.42,2013-01-02 00:00:00,45.19,5.67,319,0.79,1018.39,9.62,0.43,0.0121,2013-01-02 14:00:00,"rain",NA,NA
30223,2013-01-02 23:00:00,"Overcast until afternoon.","cloudy",2013-01-03 06:42:16,2013-01-03 16:43:27,0.7,0,0,38.36,2013-01-03 21:00:00,49.45,2013-01-03 14:00:00,33.89,2013-01-03 22:00:00,46.46,2013-01-03 14:00:00,36.09,5.31,313,0.76,1023.38,9.27,0.54,0,NA,NA,NA,NA
30223,2013-01-03 23:00:00,"Clear throughout the day.","clear-day",2013-01-04 06:42:23,2013-01-04 16:44:14,0.74,0,0,28.19,2013-01-04 05:00:00,56.44,2013-01-04 14:00:00,21.43,2013-01-04 04:00:00,56.44,2013-01-04 14:00:00,27.11,3.77,326,0.58,10,0.01,0,1028.08,NA,NA,NA,NA
30223,2013-01-04 23:00:00,"Overcast starting in the evening.","cloudy",2013-01-05 06:42:28,2013-01-05 16:45:01,0.77,0,0,35.08,2013-01-05 06:00:00,56.28,2013-01-05 14:00:00,31.28,2013-01-05 00:00:00,56.28,2013-01-05 14:00:00,29.1,1.21,291,0.56,1027.85,10,0.27,0,NA,NA,NA,NA
30223,2013-01-05 23:00:00,"Overcast until afternoon.","cloudy",2013-01-06 06:42:31,2013-01-06 16:45:50,0.81,2e-04,0.15,42.35,2013-01-06 22:00:00,56.38,2013-01-06 15:00:00,38.64,2013-01-06 22:00:00,56.38,2013-01-06 15:00:00,39.66,5.27,303,0.72,9.26,0.65,0.004,1023.89,2013-01-05 23:00:00,"rain",NA,NA
30223,2013-01-06 23:00:00,"Mostly cloudy overnight.","partly-cloudy-night",2013-01-07 06:42:33,2013-01-07 16:46:39,0.85,0,0,33.68,2013-01-07 07:00:00,56.73,2013-01-07 14:00:00,27.45,2013-01-07 07:00:00,56.73,2013-01-07 14:00:00,34.04,2.01,69,0.67,9.42,0.02,0,1026.89,NA,NA,NA,NA
30223,2013-01-07 23:00:00,"Overcast throughout the day.","cloudy",2013-01-08 06:42:33,2013-01-08 16:47:30,0.89,0,0,42.36,2013-01-08 00:00:00,56.58,2013-01-08 15:00:00,39.1,2013-01-08 00:00:00,56.58,2013-01-08 15:00:00,39.63,4.31,71,0.67,1027.52,10,0.86,0,NA,NA,NA,NA
30223,2013-01-08 23:00:00,"Overcast throughout the day.","cloudy",2013-01-09 06:42:31,2013-01-09 16:48:21,0.92,0,0,53.57,2013-01-09 05:00:00,67.66,2013-01-09 15:00:00,53.57,2013-01-09 05:00:00,67.66,2013-01-09 15:00:00,51.4,3.77,76,0.74,1028.44,9.95,0.96,0,NA,NA,NA,NA
30223,2013-01-09 23:00:00,"Light rain in the evening.","rain",2013-01-10 06:42:27,2013-01-10 16:49:13,0.96,0.001,0.56,60.61,2013-01-10 07:00:00,71.38,2013-01-10 15:00:00,60.61,2013-01-10 07:00:00,71.38,2013-01-10 15:00:00,60.07,4.58,110,0.86,1027.61,7.79,0.98,0.0159,2013-01-10 18:00:00,"rain",NA,NA
